author_name,developer_type,is_se_engineer,is_ml_engineer,is_hybrid_engineer,total_commits,projects_contributed,total_files_touched,owned_files,bugs_introduced,bugs_fixed,bug_introducing_ratio,deadcode_items_attribute,deadcode_items_class,deadcode_items_function,deadcode_items_other,deadcode_items_property,deadcode_items_total,deadcode_items_variable,design_smell_broken_hierarchy,design_smell_broken_modularization,design_smell_deep_hierarchy,design_smell_deficient_encapsulation,design_smell_feature_envy,design_smell_hub_like_modularization,design_smell_insufficient_modularization,design_smell_multifaceted_abstraction,design_smell_rebellious_hierarchy,design_smell_wide_hierarchy,fix_commit,impl_smell_complex_conditional,impl_smell_complex_method,impl_smell_empty_catch_clause,impl_smell_long_identifier,impl_smell_long_lambda_function,impl_smell_long_message_chain,impl_smell_long_method,impl_smell_long_parameter_list,impl_smell_long_statement,impl_smell_magic_number,impl_smell_missing_default,mlsmell_broadcasting_feature_not_used,mlsmell_chain_indexing,mlsmell_columns_and_datatype_not_explicitly_set,mlsmell_dataframe_conversion_api_misused,mlsmell_deterministic_algorithm_option_not_used,mlsmell_empty_column_misinitialization,mlsmell_gradients_not_cleared,mlsmell_hyperparameters_not_explicitly_set,mlsmell_in_place_apis_misused,mlsmell_matrix_multiplication_api_misused,mlsmell_memory_not_freed,mlsmell_merge_api_parameter_not_explicitly_set,mlsmell_nan_equivalence_comparison_misused,mlsmell_pytorch_call_method_misused,mlsmell_tensor_array_not_used,mlsmell_unnecessary_iteration,szz_introducing_commits_count,vuln_bandit_issues_high,vuln_bandit_issues_low,vuln_bandit_issues_medium,vuln_bandit_issues_total,vuln_bandit_test_ids
Micha Wilkowski,SE-engineer,1,0,0,1,['IntelAI OpenVINO model server'],1.0,[],0,0,0.0,0,0,7,1,0,12,4,1,10,0,0,0,0,0,12,0,0,0,1,3,0,39,0,0,3,4,88,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michalik Jan,SE-engineer,1,0,0,1,['IntelAI OpenVINO model server'],10.0,[],0,0,0.0,0,0,7,1,0,12,4,1,10,0,0,0,0,0,12,0,0,0,1,3,0,39,0,0,3,4,88,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MikeOfZen,SE-engineer,1,0,0,1,['ZheC Realtime Multi Person Pose Estimation'],,[],0,0,0.0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohammed Ramli,SE-engineer,1,0,0,1,['sethuiyer Image to Image Search'],1.0,[],0,0,0.0,0,0,7,4,0,15,4,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mojtaba Heidarysafa,SE-engineer,1,0,0,7,['kk7nc HDLTex'],5.0,['kk7nc HDLTex::HDLTex/BuildModel.py'],0,0,0.0,0,0,0,42,0,49,7,0,0,0,0,0,0,0,7,0,0,0,0,14,0,0,0,0,14,7,215,56,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muhammad Fahid,SE-engineer,1,0,0,1,['urduhack urduhack'],6.0,[],0,0,0.0,0,1,2,5,0,40,32,0,0,0,21,0,0,0,10,0,0,0,0,2,0,3,0,0,2,1,94,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muhammad Wang,SE-engineer,1,0,0,2,['phillipi pix2pix'],,[],0,0,0.0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nacho,SE-engineer,1,0,0,1,['JdeRobot DetectionSuite'],,[],0,0,0.0,5,2,3,6,0,25,9,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,2,36,105,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nacho Cond s,SE-engineer,1,0,0,1,['JdeRobot DetectionSuite'],,[],0,1,0.0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naeem Akhtar,SE-engineer,1,0,0,1,['urduhack urduhack'],1.0,[],0,0,0.0,0,0,4,2,0,34,28,0,0,0,10,0,0,0,10,0,0,0,0,2,0,3,0,0,2,0,72,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nag Varun Chunduru,Hybrid-engineer,0,0,1,20,['neo ai neo ai dlr'],10.0,"['neo ai neo ai dlr::python/dlr/api.py', 'neo ai neo ai dlr::python/dlr/tflite_model.py', 'neo ai neo ai dlr::tests/python/integration/load_and_run_relayvm_model.py']",32,10,1.6,47,11,94,279,0,1134,703,0,0,0,87,137,0,20,47,0,0,10,20,188,0,85,0,14,8,0,1244,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
Nathan Glover,Hybrid-engineer,0,0,1,16,['t04glovern stylegan pokemon'],32.0,"['t04glovern stylegan pokemon::rnn/model.py', 't04glovern stylegan pokemon::rnn/sample.py', 't04glovern stylegan pokemon::rnn/train.py', 't04glovern stylegan pokemon::rnn/utils.py', 't04glovern stylegan pokemon::stylegan/config.py', 't04glovern stylegan pokemon::stylegan/dataset_tool.py', 't04glovern stylegan pokemon::stylegan/dnnlib/__init__.py', 't04glovern stylegan pokemon::stylegan/dnnlib/submission/__init__.py', 't04glovern stylegan pokemon::stylegan/dnnlib/submission/_internal/run.py', 't04glovern stylegan pokemon::stylegan/dnnlib/submission/run_context.py', 't04glovern stylegan pokemon::stylegan/dnnlib/submission/submit.py', 't04glovern stylegan pokemon::stylegan/dnnlib/tflib/__init__.py', 't04glovern stylegan pokemon::stylegan/dnnlib/tflib/autosummary.py', 't04glovern stylegan pokemon::stylegan/dnnlib/tflib/network.py', 't04glovern stylegan pokemon::stylegan/dnnlib/tflib/optimizer.py', 't04glovern stylegan pokemon::stylegan/dnnlib/tflib/tfutil.py', 't04glovern stylegan pokemon::stylegan/dnnlib/util.py', 't04glovern stylegan pokemon::stylegan/invoke.py', 't04glovern stylegan pokemon::stylegan/metrics/__init__.py', 't04glovern stylegan pokemon::stylegan/metrics/frechet_inception_distance.py', 't04glovern stylegan pokemon::stylegan/metrics/linear_separability.py', 't04glovern stylegan pokemon::stylegan/metrics/metric_base.py', 't04glovern stylegan pokemon::stylegan/metrics/perceptual_path_length.py', 't04glovern stylegan pokemon::stylegan/prepare.py', 't04glovern stylegan pokemon::stylegan/train.py', 't04glovern stylegan pokemon::stylegan/training/__init__.py', 't04glovern stylegan pokemon::stylegan/training/dataset.py', 't04glovern stylegan pokemon::stylegan/training/loss.py', 't04glovern stylegan pokemon::stylegan/training/misc.py', 't04glovern stylegan pokemon::stylegan/training/networks_progan.py', 't04glovern stylegan pokemon::stylegan/training/networks_stylegan.py', 't04glovern stylegan pokemon::stylegan/training/training_loop.py']",0,0,0.0,64,96,568,248,0,1216,240,0,16,0,48,77,0,16,32,0,0,0,0,330,0,48,0,0,77,237,978,3370,0,16,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas Johnson,SE-engineer,1,0,0,5,['NCBI Hackathons Semantic search log analysis pipeline'],2.0,[],0,0,0.0,3,0,0,52,0,115,60,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Pentreath,SE-engineer,1,0,0,41,"['IBM MAX Fast Neural Style Transfer', 'IBM MAX Inception ResNet v2', 'IBM MAX Review Text Generator', 'IBM MAX Scene Classifier', 'IBM MAX Weather Forecaster']",47.0,"['IBM MAX Fast Neural Style Transfer::api/__init__.py', 'IBM MAX Fast Neural Style Transfer::api/metadata.py', 'IBM MAX Fast Neural Style Transfer::api/model.py', 'IBM MAX Fast Neural Style Transfer::api/predict.py', 'IBM MAX Fast Neural Style Transfer::app.py', 'IBM MAX Fast Neural Style Transfer::config.py', 'IBM MAX Fast Neural Style Transfer::core/__init__.py', 'IBM MAX Fast Neural Style Transfer::core/backend.py', 'IBM MAX Fast Neural Style Transfer::core/model.py', 'IBM MAX Inception ResNet v2::api/__init__.py', 'IBM MAX Inception ResNet v2::api/metadata.py', 'IBM MAX Inception ResNet v2::api/predict.py', 'IBM MAX Inception ResNet v2::core/__init__.py', 'IBM MAX Inception ResNet v2::core/model.py', 'IBM MAX Review Text Generator::api/__init__.py', 'IBM MAX Review Text Generator::api/metadata.py', 'IBM MAX Review Text Generator::api/model.py', 'IBM MAX Review Text Generator::api/predict.py', 'IBM MAX Review Text Generator::app.py', 'IBM MAX Review Text Generator::config.py', 'IBM MAX Review Text Generator::core/backend.py', 'IBM MAX Review Text Generator::core/model.py', 'IBM MAX Scene Classifier::api/__init__.py', 'IBM MAX Scene Classifier::api/metadata.py', 'IBM MAX Scene Classifier::api/model.py', 'IBM MAX Scene Classifier::api/predict.py', 'IBM MAX Scene Classifier::app.py', 'IBM MAX Scene Classifier::config.py', 'IBM MAX Scene Classifier::core/__init__.py', 'IBM MAX Scene Classifier::core/backend.py', 'IBM MAX Scene Classifier::core/model.py', 'IBM MAX Scene Classifier::tests/test.py', 'IBM MAX Weather Forecaster::api/__init__.py', 'IBM MAX Weather Forecaster::api/model.py', 'IBM MAX Weather Forecaster::app.py', 'IBM MAX Weather Forecaster::config.py', 'IBM MAX Weather Forecaster::core/__init__.py', 'IBM MAX Weather Forecaster::core/backend.py']",34,10,0.8292682926829268,0,52,0,83,0,306,171,0,45,0,0,9,0,0,25,0,0,10,0,0,0,0,0,0,0,0,138,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,34,0,0,0,0,0
Nico Galoppo,SE-engineer,1,0,0,3,['IntelAI OpenVINO model server'],1.0,[],2,1,0.6666666666666666,22,10,79,50,7,280,112,12,45,0,92,0,0,10,94,6,0,1,3,112,0,483,4,30,47,67,1472,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Nicolas Vo,SE-engineer,1,0,0,1,['bobbens sketch simplification'],,[],0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikhil Gupta,SE-engineer,1,0,0,8,['dair iitd BossNet'],,[],0,0,0.0,33,0,28,139,21,305,84,0,0,0,28,0,0,0,7,0,0,0,0,98,0,21,12,0,21,49,504,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NikhilGupta1997,ML-engineer,0,1,0,112,['dair iitd BossNet'],19.0,"['dair iitd BossNet::src/data.py', 'dair iitd BossNet::src/data_utils.py', 'dair iitd BossNet::src/evaluation.py', 'dair iitd BossNet::src/evaluation_baselines.py', 'dair iitd BossNet::src/main.py', 'dair iitd BossNet::src/measures.py', 'dair iitd BossNet::src/memn2n/attention_wrapper.py', 'dair iitd BossNet::src/memn2n/dynamic_decoder.py', 'dair iitd BossNet::src/memn2n/memn2n_dialog_generator.py', 'dair iitd BossNet::src/params.py', 'dair iitd BossNet::src/resources/__init__.py', 'dair iitd BossNet::src/resources/data.py', 'dair iitd BossNet::src/resources/data_utils.py', 'dair iitd BossNet::src/resources/evaluation.py', 'dair iitd BossNet::src/resources/evaluation_baselines.py', 'dair iitd BossNet::src/resources/measures.py', 'dair iitd BossNet::src/resources/params.py', 'dair iitd BossNet::src/single_dialog.py', 'dair iitd BossNet::src/untitled.py']",94,34,0.8392857142857143,798,0,330,1776,260,4882,1718,2,11,0,576,14,0,108,102,0,0,34,12,1537,0,294,198,0,613,828,8552,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0
Nikita,SE-engineer,1,0,0,2,['Tiiiger bert score'],8.0,['Tiiiger bert score::tests/custom_assertions.py'],20,2,10.0,0,0,0,28,0,32,4,4,0,0,8,0,0,0,4,0,0,2,0,20,0,2,0,0,6,14,126,36,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
Niko Colneri,ML-engineer,0,1,0,1,['nikicc twitter emotion recognition'],,[],0,0,0.0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikolay Savinov,Hybrid-engineer,0,0,1,41,['nsavinov SPTM'],21.0,"['nsavinov SPTM::src/common/__init__.py', 'nsavinov SPTM::src/common/constants.py', 'nsavinov SPTM::src/common/register_test_setups.py', 'nsavinov SPTM::src/common/resnet.py', 'nsavinov SPTM::src/common/util.py', 'nsavinov SPTM::src/common/video_writer.py', 'nsavinov SPTM::src/data_generation/apply_random_textures.py', 'nsavinov SPTM::src/test/build_graph.py', 'nsavinov SPTM::src/test/navigator.py', 'nsavinov SPTM::src/test/process_log.py', 'nsavinov SPTM::src/test/run_eval.py', 'nsavinov SPTM::src/test/sptm.py', 'nsavinov SPTM::src/test/test_action_setup.py', 'nsavinov SPTM::src/test/test_navigation_quantitative.py', 'nsavinov SPTM::src/test/test_setup.py', 'nsavinov SPTM::src/test/trajectory_plotter.py', 'nsavinov SPTM::src/train/resave_weights.py', 'nsavinov SPTM::src/train/train.py', 'nsavinov SPTM::src/train/train_action_predictor.py', 'nsavinov SPTM::src/train/train_edge_predictor.py', 'nsavinov SPTM::src/train/train_setup.py']",5,2,0.12195121951219512,108,70,442,398,0,1044,26,0,39,0,0,39,0,0,39,0,0,2,0,132,0,69,0,0,0,70,1500,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Nikolay Tyukaev,SE-engineer,1,0,0,1,['IntelAI OpenVINO model server'],,[],4,1,4.0,6,4,22,15,0,80,33,4,14,0,31,0,0,2,27,0,0,1,1,23,0,148,0,10,11,21,404,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Nischal,ML-engineer,0,1,0,11,['deep learning for humans fontastic'],15.0,"['deep learning for humans fontastic::fontastic/data_generation/__init__.py', 'deep learning for humans fontastic::fontastic/data_generation/scrape.py', 'deep learning for humans fontastic::fontastic/data_generation/scrape_dafont.py', 'deep learning for humans fontastic::notebooks/gradcam/__init__.py', 'deep learning for humans fontastic::notebooks/gradcam/gradcam.py', 'deep learning for humans fontastic::notebooks/gradcam/misc_functions.py', 'deep learning for humans fontastic::notebooks/models/__init__.py', 'deep learning for humans fontastic::notebooks/models/darknet.py']",0,0,0.0,0,6,24,20,0,90,40,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,8,165,288,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitesh,ML-engineer,0,1,0,1,['ZheC Realtime Multi Person Pose Estimation'],,[],0,0,0.0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NiteshBharadwaj,ML-engineer,0,1,0,1,['ZheC Realtime Multi Person Pose Estimation'],,[],0,0,0.0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nithish deva Divakar,SE-engineer,1,0,0,1,['GKalliatakis Keras VGG16 places365'],,[],0,0,0.0,0,0,0,2,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nosek Joanna,SE-engineer,1,0,0,13,['IntelAI OpenVINO model server'],26.0,"['IntelAI OpenVINO model server::tests/functional/fixtures/model_download_fixtures.py', 'IntelAI OpenVINO model server::tests/functional/utils/logger.py']",0,0,0.0,0,0,79,3,0,130,48,10,82,0,28,0,0,0,173,0,0,0,7,45,0,601,0,0,62,111,1403,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier Cahagne AWS,SE-engineer,1,0,0,1,['neo ai neo ai dlr'],,[],0,0,0.0,1,0,1,7,0,39,30,0,0,0,1,5,0,0,1,0,0,0,1,10,0,1,0,1,0,0,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier Courtin,SE-engineer,1,0,0,1,['Oslandia osm data classification'],,[],0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PINTO,SE-engineer,1,0,0,272,"['PINTO0309 Keras OneClassAnomalyDetection', 'PINTO0309 MobileNet SSDLite RealSense TF', 'PINTO0309 OpenVINO DeeplabV3']",1.0,[],0,0,0.0,83,3,336,255,0,1405,728,0,0,0,258,0,0,0,40,0,0,0,0,135,0,395,0,0,281,364,5159,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PINTO0309,ML-engineer,0,1,0,133,"['PINTO0309 Keras OneClassAnomalyDetection', 'PINTO0309 MobileNet SSDLite RealSense TF', 'PINTO0309 MobileNetV2 PoseEstimation', 'PINTO0309 OpenVINO DeeplabV3']",60.0,"['PINTO0309 Keras OneClassAnomalyDetection::calc_ROC.py', 'PINTO0309 Keras OneClassAnomalyDetection::data_loader.py', 'PINTO0309 Keras OneClassAnomalyDetection::data_resizer.py', 'PINTO0309 Keras OneClassAnomalyDetection::data_resizer2.py', 'PINTO0309 Keras OneClassAnomalyDetection::generation_ref_data.py', 'PINTO0309 Keras OneClassAnomalyDetection::infrate_image.py', 'PINTO0309 Keras OneClassAnomalyDetection::main_openvino.py', 'PINTO0309 Keras OneClassAnomalyDetection::main_tflite.py', 'PINTO0309 Keras OneClassAnomalyDetection::models/pytorch/weights.py', 'PINTO0309 Keras OneClassAnomalyDetection::train.py', 'PINTO0309 Keras OneClassAnomalyDetection::train2.py', 'PINTO0309 MobileNet SSDLite RealSense TF::MobileNetSSDwithRealSenseTF.py', 'PINTO0309 MobileNet SSDLite RealSense TF::tfconverter.py', 'PINTO0309 MobileNet SSDLite RealSense TF::visualization_utils.py', 'PINTO0309 MobileNetV2 PoseEstimation::freeze_graph.py', 'PINTO0309 MobileNetV2 PoseEstimation::model_compression.py', 'PINTO0309 MobileNetV2 PoseEstimation::model_compression_quantize.py', 'PINTO0309 MobileNetV2 PoseEstimation::openvino-usbcamera-cpu-ncs2-async.py', 'PINTO0309 MobileNetV2 PoseEstimation::openvino-usbcamera-cpu-ncs2-sync.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/__init__.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/common.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/datum_pb2.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/estimator.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/eval.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/mobilenet/__init__.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/mobilenet/conv_blocks.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/mobilenet/mobilenet.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/mobilenet/mobilenet_v2.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/network_base.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/network_cmu.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/network_dsconv.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/network_mobilenet.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/network_mobilenet_thin.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/network_mobilenet_v2.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/networks.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/pafprocess/__init__.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/pafprocess/pafprocess.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/pafprocess/setup.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/pose_augment.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/pose_dataset.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/pystopwatch.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/runner.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/slidingwindow/ArrayUtils.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/slidingwindow/Batching.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/slidingwindow/Merging.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/slidingwindow/RectangleUtils.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/slidingwindow/SlidingWindow.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/slidingwindow/WindowDistance.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/slidingwindow/__init__.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/tensblur/__init__.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/tensblur/smoother.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/train.py', 'PINTO0309 MobileNetV2 PoseEstimation::tf_pose/train2.py', 'PINTO0309 MobileNetV2 PoseEstimation::tflite_usbcamera_cpu-sync.py', 'PINTO0309 MobileNetV2 PoseEstimation::tpu-usbcamera-sync.py', 'PINTO0309 OpenVINO DeeplabV3::infer_IE_TF.py', 'PINTO0309 OpenVINO DeeplabV3::openvino_deeplabv3_test.py', 'PINTO0309 OpenVINO DeeplabV3::tensorboard_output.py', 'PINTO0309 OpenVINO DeeplabV3::tfconverter.py']",4,2,0.03007518796992481,232,84,337,813,0,2580,1114,0,125,0,292,175,0,25,91,0,0,2,50,664,0,168,25,0,380,660,7672,5532,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,4,0,200,0,200,B311B311B311B311B311B311B311B311B311B311B311B311B311B311B311B311B311B311B311B311B311B311B311B311B311
Patrick Hohenecker,ML-engineer,0,1,0,37,['phohenecker pytorch transformer'],26.0,"['phohenecker pytorch transformer::examples/bert_pretraining.py', 'phohenecker pytorch transformer::examples/gpt_pretraining.py', 'phohenecker pytorch transformer::examples/overfitting_test.py', 'phohenecker pytorch transformer::examples/speed_check.py', 'phohenecker pytorch transformer::setup.py', 'phohenecker pytorch transformer::src/main/python/transformer/__init__.py', 'phohenecker pytorch transformer::src/main/python/transformer/bert/__init__.py', 'phohenecker pytorch transformer::src/main/python/transformer/bert/mlm_loss.py', 'phohenecker pytorch transformer::src/main/python/transformer/decoder.py', 'phohenecker pytorch transformer::src/main/python/transformer/enc_dec_base.py', 'phohenecker pytorch transformer::src/main/python/transformer/encoder.py', 'phohenecker pytorch transformer::src/main/python/transformer/feed_forward_layer.py', 'phohenecker pytorch transformer::src/main/python/transformer/multi_head_attention.py', 'phohenecker pytorch transformer::src/main/python/transformer/normalization.py', 'phohenecker pytorch transformer::src/main/python/transformer/transformer.py', 'phohenecker pytorch transformer::src/main/python/transformer/transformer_tools.py', 'phohenecker pytorch transformer::src/main/python/transformer/util.py', 'phohenecker pytorch transformer::src/test/python/transformer_test/__init__.py', 'phohenecker pytorch transformer::src/test/python/transformer_test/decoder_test.py', 'phohenecker pytorch transformer::src/test/python/transformer_test/encoder_test.py', 'phohenecker pytorch transformer::src/test/python/transformer_test/feed_forward_layer_test.py', 'phohenecker pytorch transformer::src/test/python/transformer_test/multi_head_attention_test.py', 'phohenecker pytorch transformer::src/test/python/transformer_test/normalization_test.py', 'phohenecker pytorch transformer::src/test/python/transformer_test/transformer_test.py', 'phohenecker pytorch transformer::src/test/python/transformer_test/transformer_tools_test.py', 'phohenecker pytorch transformer::src/test/python/transformer_test/util_test.py']",1,2,0.02702702702702703,33,2,0,373,35,443,0,0,464,0,61,0,0,0,70,0,0,2,0,114,0,35,0,132,54,66,2835,1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Patrick Titzler,SE-engineer,1,0,0,5,"['IBM MAX Fast Neural Style Transfer', 'IBM MAX Inception ResNet v2', 'IBM MAX Review Text Generator', 'IBM MAX Scene Classifier', 'IBM MAX Weather Forecaster']",,[],0,0,0.0,0,0,0,9,0,30,21,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Patrycja G adkowska,SE-engineer,1,0,0,16,['IntelAI OpenVINO model server'],2.0,[],12,7,0.75,259,539,498,1672,96,4012,948,53,255,0,433,0,0,54,668,28,0,7,14,593,0,2123,28,130,209,354,9250,4372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
Paul Fitzpatrick,Hybrid-engineer,0,0,1,44,['paulfitz mlsql'],7.0,"['paulfitz mlsql::irnet/server/add_csv.py', 'paulfitz mlsql::irnet/server/add_question.py', 'paulfitz mlsql::irnet/server/prediction_server.py', 'paulfitz mlsql::irnet/server/setup_nltk.py', 'paulfitz mlsql::valuenet/server/add_csv.py', 'paulfitz mlsql::valuenet/server/add_question.py', 'paulfitz mlsql::valuenet/server/prediction_server.py']",9,3,0.20454545454545456,49,0,35,28,0,196,84,0,0,0,0,0,0,0,0,0,0,3,0,53,0,0,0,0,24,0,161,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
Pawe Pieni ek,SE-engineer,1,0,0,7,['IntelAI inference model manager'],53.0,"['IntelAI inference model manager::examples/grpc_client/grpc_client_utils.py', 'IntelAI inference model manager::examples/grpc_client/images_2_numpy.py', 'IntelAI inference model manager::management/management_api/utils/logger.py', 'IntelAI inference model manager::tests/context.py', 'IntelAI inference model manager::tests/e2e_tests/minio_client.py', 'IntelAI inference model manager::tests/e2e_tests/tf_serving_utils/load_numpy.py', 'IntelAI inference model manager::tests/integration/__init__.py', 'IntelAI inference model manager::tests/integration/test_ovms.py', 'IntelAI inference model manager::tests/management_api_tests/servings/__init__.py']",3,2,0.42857142857142855,468,8,45,180,0,783,82,63,59,0,14,0,0,2,105,0,7,2,0,30,0,308,0,0,0,75,671,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
